Turbine,Severity Score
4621_,44.26544862707726
8845_,44.25638882228186
12295_,44.25362388301668
10009_,44.234531203475946
15614_,44.23090953042614
15075_,44.21095154615127
12204_,44.19538879287557
10118_,44.15859391264221
15533_,44.14928581109063
8837_,44.13183190715419
14563_,44.122841933155264
8791_,44.11315663651161
15069_,44.11315663651161
7251_,44.101331892451036
14505_,44.08265662180847
8801_,44.058034063737374
7382_,44.052156607105324
12164_,44.05215660710531
7376_,44.05215660710531
10108_,44.05215660710531
7504_,44.05215660710531
3830_,44.01536172687196
15116_,43.96086464594597
7393_,43.954361697465664
8752_,43.92939156129288
14765_,43.86562659262141
7278_,43.860304797041145
7577_,43.859749135989354
10102_,43.850689331193955
7362_,43.80206970690002
12370_,43.80206970690002
15630_,43.78332460546098
15652_,43.75877187818635
7536_,43.74383461675891
15661_,43.72239440685115
7385_,43.70427479726036
7512_,43.69777184878007
14264_,43.68283458735262
7519_,43.673774782557224
7258_,43.664714977761825
4630_,43.658837521129776
5833_,43.65883752112977
10367_,43.6311024456918
14278_,43.585039677712956
15654_,43.572659272600596
8445_,43.561042611490116
7601_,43.55474774595991
10104_,43.55198280669472
5776_,43.527985740471884
7508_,43.52148279199158
10359_,43.499625173185656
5378_,43.48468791175822
9663_,43.47901978107424
7446_,43.47881045512616
14913_,43.47881045512616
5002_,43.463247701850456
15638_,43.435512626412496
1998_,43.43274768714732
4870_,43.43274768714732
8115_,43.43274768714732
15593_,43.41377134377189
12043_,43.381015545486505
3772_,43.35618490446533
8438_,43.35051553078335
15602_,43.346777521568235
10344_,43.33239592119258
14772_,43.326518464560515
12384_,43.31095571128483
7400_,43.31095571128481
4974_,43.30507825465276
7501_,43.30507825465276
5477_,43.29601844985738
14259_,43.29601844985738
8086_,43.28057203274699
15549_,43.27084023073449
8724_,43.25604122146067
7476_,43.24407822524647
7613_,43.20728334501312
15616_,43.19448553100259
10474_,43.176783330309966
10353_,43.176783330309966
14484_,43.15866372071918
12124_,43.15866372071918
7106_,43.15824631182101
15120_,43.15492571150405
12132_,43.11854824016885
5857_,43.1155739749556
8922_,43.11322644458857
10333_,43.10042863057806
12287_,43.082309020987275
14503_,43.06992861587491
10405_,43.048488405967156
10022_,43.042610949335106
11212_,43.03942860117177
5449_,43.03942860117177
5545_,43.03942860117177
11841_,43.03942860117177
4010_,43.033999730331445
7462_,43.01798839126402
15465_,43.01476582929458
8054_,42.996756264306356
7547_,42.98451411134762
12369_,42.97587171545039
6446_,42.972582292026985
7407_,42.96307390143986
10132_,42.96307390143986
8751_,42.94205110043028
7419_,42.94163369153211
14591_,42.93222630863502
8018_,42.905372556362224
4842_,42.896196415401526
8796_,42.89619641540151
15525_,42.88616354065618
15641_,42.883398601390994
8059_,42.8681602672307
9651_,42.8603746051181
7543_,42.85663659590298
14485_,42.85034173037277
10127_,42.826136581199826
8043_,42.77954149855176
5049_,42.77440443953902
5916_,42.77440443953902
15629_,42.77373873388468
5375_,42.74390442483587
8807_,42.73760955930566
8932_,42.734844620040484
6406_,42.71354266228635
6873_,42.7098744838677
4463_,42.70648405275427
10465_,42.70434460533733
6906_,42.690425906295566
7383_,42.66167226847192
5380_,42.64610951519622
5005_,42.64610951519622
4871_,42.64610951519622
4858_,42.64610951519622
6864_,42.63393719303395
7394_,42.622112448973375
15609_,42.61837443975825
5383_,42.600254830167465
7180_,42.600254830167465
13605_,42.59161243427023
10001_,42.58863941205497
4863_,42.58531756874002
8030_,42.57893095642502
8459_,42.554817554036866
15541_,42.52933826218114
15600_,42.52933826218114
8813_,42.517814590853426
7361_,42.49381752463058
12368_,42.49381752463058
8901_,42.49381752463058
4625_,42.490843259417325
5841_,42.47888026320313
6818_,42.476115323937954
15595_,42.462344439977485
4977_,42.40508241978632
10400_,42.389727749460704
8062_,42.38898735184137
7398_,42.37458240508317
15605_,42.355606061707746
9660_,42.338133859953516
10364_,42.285847300238906
8067_,42.2769955783936
10019_,42.26389669165024
13873_,42.25597277738401
10496_,42.25555536848585
7412_,42.252790429220674
7505_,42.252790429220674
5844_,42.20970068345709
11197_,42.19455533907955
14543_,42.15776045884619
12168_,42.154995519581014
12173_,42.154995519581014
6450_,42.15212350505578
5064_,42.140058258153566
15080_,42.140058258153566
15598_,42.13601917620559
10357_,42.12525924887974
7426_,42.12235605746094
4962_,42.114880039030695
7480_,42.10049843865503
4915_,42.09462098202298
7488_,42.08811803354267
12298_,42.081823168012455
15615_,42.06902535400194
5492_,42.06626041473676
5873_,42.05174056220747
15583_,42.051323153309305
6464_,42.04271193430563
15184_,42.04226334851392
14849_,42.038525339298786
13524_,42.038525339298786
10424_,42.0359684829837
11587_,42.0269086781883
10107_,42.00270352901537
14766_,41.98990571500485
15466_,41.92579945979443
15530_,41.92579945979443
15546_,41.925793168231685
8050_,41.89329195826523
14767_,41.88623334873314
13906_,41.88623334873314
15644_,41.8859322760003
8721_,41.871296087305694
4586_,41.86247678535194
6872_,41.85359388661307
10371_,41.852968394764815
10363_,41.847090938132766
5563_,41.84110343689815
4969_,41.833992051389394
5503_,41.81991152374659
4853_,41.81991152374659
15669_,41.81893845379663
10117_,41.80753111863422
8782_,41.792593857206775
10417_,41.792182739871365
14492_,41.77073623840086
5877_,41.75538156807525
5559_,41.74929602849311
5849_,41.74002689774964
5453_,41.731176418902315
10463_,41.73087534616947
7275_,41.721560953055146
5895_,41.70717935267948
5214_,41.688811446332515
8064_,41.68149073487567
10416_,41.67571255958914
10493_,41.67294132876121
15625_,41.599768977192646
8825_,41.59700403792747
10360_,41.58794423313207
10100_,41.58794423313207
6886_,41.556679231429065
5099_,41.53876894778635
15624_,41.53247408225614
15105_,41.53247408225614
4846_,41.51158953340017
8021_,41.49261319002475
14296_,41.49014932349242
7350_,41.481506927595184
6840_,41.47535031421859
3236_,41.450589503993875
15596_,41.447476986627
7441_,41.43565224256643
7515_,41.43565224256643
8747_,41.42029757224082
8745_,41.38979755753767
15112_,41.38018209169049
14302_,41.36835734762992
14768_,41.35874188178274
14774_,41.35874188178274
15103_,41.35874188178274
15653_,41.355976942517565
7527_,41.352794594354215
4852_,41.33785733292678
4979_,41.33785733292678
4866_,41.33785733292678
15863_,41.33785733292678
7497_,41.33785733292678
5381_,41.33785733292677
5075_,41.33785733292677
5089_,41.32879752813138
10744_,41.3282418670796
15066_,41.313860266703934
14852_,41.29774185237645
515_,41.28238718205084
15106_,41.28238718205084
5104_,41.27962224278566
8843_,41.26468498135821
8032_,41.26426757246005
15524_,41.25188716734769
14907_,41.25188716734769
15590_,41.251586094614844
5910_,41.23418496665507
8785_,41.22512516185967
7334_,41.20956240858397
7324_,41.18556534236112
15604_,41.18152626041316
8041_,41.17968788572908
5219_,41.17063437249643
7461_,41.170002589085435
5869_,41.16647266282039
10498_,41.15132731844285
9640_,41.14793564433144
15082_,41.13915499628059
15642_,41.13915499628059
9638_,41.13341579180216
10478_,41.13106826143514
8722_,41.130512600383355
15639_,41.130095191485196
10918_,41.12733025222002
9637_,41.119105265220945
8019_,41.11741371363998
14303_,41.10962805152739
5832_,41.093717720149996
7277_,41.08189297608942
14848_,41.078154966874294
15628_,41.078154966874294
7424_,41.07539002760912
5921_,41.07283317129403
7368_,41.06633022281371
7335_,41.06633022281371
11944_,41.04509809585606
15587_,41.04136637820368
14254_,41.026770403315176
5846_,41.02365788594831
5866_,41.02365788594831
12289_,41.01459808115292
505_,41.01459808115291
15581_,41.01055899920494
10423_,41.00180655870514
3941_,40.99966081972546
15089_,40.97759511796946
10338_,40.97729404523661
3250_,40.97503826165437
12324_,40.968535313174065
7366_,40.968535313174065
4890_,40.93492278110405
14776_,40.93492278110405
15111_,40.93492278110405
14905_,40.93492278110404
10475_,40.89910097082063
8762_,40.89868356192247
7439_,40.895918622657284
8733_,40.88672056570827
15545_,40.8803156555755
5079_,40.86230609058727
7373_,40.86230609058727
15528_,40.85856808137214
14843_,40.85856808137214
14853_,40.85856808137214
15088_,40.85856808137214
15548_,40.858267008639295
8810_,40.85580314210696
6410_,40.82904113661895
7460_,40.82530312740382
10471_,40.822746271088725
4861_,40.81624332260842
5407_,40.80130606118097
15664_,40.78820717443761
4998_,40.78574330790527
8088_,40.77008756484682
15651_,40.76665062836454
15463_,40.76451747251036
6871_,40.76174624168244
14584_,40.752894519837135
15632_,40.74576607950858
10472_,40.74000495904183
4899_,40.72750821776417
3235_,40.71844841296876
10425_,40.715342187164644
2185_,40.706276090806504
7463_,40.70351115154132
15578_,40.69359461296129
14911_,40.684835880898746
15115_,40.684835880898746
15119_,40.684835880898746
7470_,40.67301113683818
4838_,40.66395133204278
4875_,40.66395133204278
15631_,40.66021332282765
5568_,40.65403479346275
10123_,40.651570926930425
12963_,40.64845840956355
5807_,40.62383585149246
5593_,40.61723991322939
15636_,40.61723991322939
518_,40.59077898047422
11813_,40.59077898047422
4596_,40.58846262700075
4975_,40.58801404120904
4136_,40.58427603199391
14904_,40.56933877056647
9999_,40.548106643608804
14906_,40.5416036951285
5557_,40.53883875586332
7479_,40.529778951067925
14260_,40.529778951067925
14773_,40.51110368042535
15067_,40.51110368042535
10332_,40.50833874116017
10099_,40.47742131755886
10010_,40.474864461243776
14854_,40.46524899539659
4524_,40.464623503548346
6469_,40.45055223681078
10410_,40.44381507705159
15565_,40.443507712755995
4659_,40.431984041428265
15657_,40.42568917589806
7521_,40.42292423663287
4883_,40.407986975205425
10419_,40.40702019681823
4963_,40.404248965990305
15551_,40.39796039202284
15647_,40.39796039202284
8461_,40.377486960502274
15592_,40.376212817819486
15571_,40.37022531658487
8859_,40.34698694579913
7437_,40.343248936584004
10365_,40.33792714100374
5544_,40.33418913178861
13867_,40.3278942662584
5777_,40.31925187036117
10375_,40.319251870361164
15648_,40.3061529836178
4133_,40.30113226077038
5570_,40.28246328169055
11568_,40.27969205086263
7397_,40.27969205086263
8788_,40.27969205086262
7411_,40.27318910238232
7341_,40.27063224606723
8066_,40.26786730680206
7414_,40.25825184095487
10412_,40.25472820625259
15655_,40.23927549757945
11563_,40.22422189998669
10925_,40.211841494874335
8769_,40.19095694601837
15064_,40.18466208048815
4570_,40.18189714122297
4928_,40.18189714122297
4001_,40.176468270382635
8455_,40.17283733642757
5095_,40.15790007500013
9635_,40.15332724798867
5441_,40.151397126519825
5076_,40.15139712651982
10377_,40.15139712651982
7492_,40.15139712651982
4631_,40.13604245619421
4015_,40.11318182747062
7531_,40.105959850389226
6466_,40.100113570650734
7433_,40.078224774951266
15468_,40.0781147303487
5374_,40.06916497015587
5855_,40.06563504389083
10376_,40.056784565043515
13875_,40.05636715614535
513_,40.053602216880165
11570_,40.050072290615134
8821_,40.03866495545272
15618_,40.03237008992251
12167_,40.029605150657325
5379_,40.029605150657325
5890_,40.02904948960554
15589_,40.01370111084268
14769_,40.01092988001476
14914_,40.01092988001476
15065_,40.01092988001476
7260_,40.00816494074957
15118_,40.005608084434485
10479_,39.980429865311606
10490_,39.980429865311606
15613_,39.97414129134414
14289_,39.940870045813064
15588_,39.93734641111078
5384_,39.931810241017665
4857_,39.931810241017665
7242_,39.931810241017665
4143_,39.92593278438562
5804_,39.92572470143553
15649_,39.92551537548746
4882_,39.91942983590531
10459_,39.916872979590224
8806_,39.916872979590224
5485_,39.90781317479483
7248_,39.88637296488707
5811_,39.87731316009169
8880_,39.86175040681598
5213_,39.85864418101186
5878_,39.858637889449106
12299_,39.85587295018393
10350_,39.85587295018393
4957_,39.8521349409688
