Turbine,Severity Score
15090_,39.8521349409688
10131_,39.849578084653714
15072_,39.83719767954136
15093_,39.837197679541354
5066_,39.81907806995057
3751_,39.80095846035977
11584_,39.800402799307996
15102_,39.791342994512604
10381_,39.77322338492181
15577_,39.77267401543278
15599_,39.77267401543278
10422_,39.763614210637385
7273_,39.7618160497594
4008_,39.75264916970394
10334_,39.74646137943379
15623_,39.74486281763559
3852_,39.71796255999395
10382_,39.71222335551551
16016_,39.703580959618286
6465_,39.700291536194875
9615_,39.700291536194875
15539_,39.6935543764357
10413_,39.69355437643569
7529_,39.69078314560776
5901_,39.67584588418032
7375_,39.67584588418032
14268_,39.669342935700016
9644_,39.661046874906496
11195_,39.66028313090462
10137_,39.66028313090462
10383_,39.63598499194893
14777_,39.61761079403921
14778_,39.61761079403921
15074_,39.61761079403921
7429_,39.614845854774025
11809_,39.60855098924381
7405_,39.60578604997863
4867_,39.605786049978626
5051_,39.59949118444842
15063_,39.58711077933606
15068_,39.58711077933606
15092_,39.58711077933606
15110_,39.58711077933606
11819_,39.57805097454067
3718_,39.55661076463291
14504_,39.547550959837515
8790_,39.547550959837515
9614_,39.53561914051688
5050_,39.523553893614675
7469_,39.517050945134365
12171_,39.50799114033897
4848_,39.50799114033897
7409_,39.50799114033897
10133_,39.50799114033897
7450_,39.50799114033897
4592_,39.50256226949864
7448_,39.49893133554358
7371_,39.498931335543574
5753_,39.489315869696405
5500_,39.489315869696405
15464_,39.47738108103327
5865_,39.471196260105614
8039_,39.471196260105614
10916_,39.458815854993254
5046_,39.449756050197855
10421_,39.44664982439374
15073_,39.443878593565806
11853_,39.434818788770414
5931_,39.41925603549472
10403_,39.4129611699645
8823_,39.41019623069932
7454_,39.41019623069932
5915_,39.40431877406727
9607_,39.39826441137868
14506_,39.39525896927187
5701_,39.39525896927187
6434_,39.37437442041591
7449_,39.37381875936412
7377_,39.36475895456873
4651_,39.36475895456872
15864_,39.36475895456872
7528_,39.36475895456872
15100_,39.34608368392615
5078_,39.34076188834589
6414_,39.31047119959082
10356_,39.30984446474457
14273_,39.30970621259095
5812_,39.29746405963222
5708_,39.29746405963222
5914_,39.29746405963222
5802_,39.275722776991614
15117_,39.26972898419425
7464_,39.266964044929075
4849_,39.25202678350163
9993_,39.243105230859854
5083_,39.242966978706235
10103_,39.2301691646957
5462_,39.227404225430526
7321_,39.227404225430526
4532_,39.21523190326826
7320_,39.21246696400308
12169_,39.205964015522774
4880_,39.19379169336051
14844_,39.19379169336051
15081_,39.19379169336051
5567_,39.16606290948529
6324_,39.163291678657366
11820_,39.15955366944224
5367_,39.15423187386197
5371_,39.15423187386197
6898_,39.15381446496381
11190_,39.1538144649638
3795_,39.1489100782817
5566_,39.126503089986755
5491_,39.12373185915882
10101_,39.123731859158816
12364_,39.114672054363425
7418_,39.10229164925107
538_,39.09973479293598
15526_,39.09876801454878
5706_,39.09599678372086
8120_,39.09323184445567
14293_,39.09323184445567
14286_,39.08424187045675
8948_,39.07511223486488
6408_,39.057410034172264
7535_,39.05367202495713
5924_,39.03873476352969
8835_,39.03873476352969
5700_,39.032439897999474
15643_,39.02275460135583
5103_,39.01964208398895
8924_,39.01687714472377
2194_,39.01197275804167
5725_,39.01099968809172
11837_,39.010999688091715
5889_,38.99543693481602
13623_,38.97143986859318
10453_,38.971138795860334
5885_,38.95587711531748
5571_,38.95277088951336
4997_,38.94744280237034
5711_,38.94370479315521
7604_,38.94093985389003
8815_,38.93188004909464
6415_,38.92655825351437
14269_,38.92600259246259
14770_,38.92226458324746
10457_,38.891463495811465
5390_,38.88270476374892
12165_,38.87364495895352
4573_,38.87364495895352
3247_,38.87364495895352
4843_,38.87364495895352
5080_,38.87364495895352
11946_,38.87364495895352
4661_,38.87364495895352
7386_,38.87364495895352
531_,38.87364495895352
10106_,38.87364495895352
12365_,38.87364495895352
15167_,38.86776750232147
15104_,38.86735009342331
15627_,38.860847144943
5226_,38.85870769752608
5853_,38.85829028862791
5837_,38.85773462757613
14256_,38.855942758260895
6422_,38.853177818995725
8873_,38.84964789273069
10354_,38.84632729241372
14244_,38.843144944250376
10346_,38.84058808793529
8023_,38.81638293876235
10025_,38.805910739130546
8475_,38.79770766811978
10482_,38.793668586171805
5394_,38.793668586171805
8031_,38.78864786332439
4886_,38.760912787886426
5937_,38.760912787886426
5820_,38.75410876667327
4588_,38.75054890044049
13896_,38.739472577978674
14724_,38.73947257797867
3992_,38.73618315455526
7568_,38.71229316359249
5843_,38.712293163592484
15085_,38.70267769774531
8453_,38.699912758480124
8473_,38.699912758480124
7270_,38.67847254857237
5692_,38.67217768304216
8028_,38.660051866248736
10335_,38.65375700071852
8046_,38.652900266933884
5834_,38.64818061681932
15569_,38.64384046213849
4675_,38.632617863543615
5904_,38.59624039220842
4791_,38.596240392208415
15101_,38.595822983310256
14586_,38.594927048652636
9662_,38.577495290769384
8929_,38.575355843352455
6468_,38.572066419929044
14252_,38.56255802934193
5549_,38.543882758699354
7539_,38.53856096311909
13625_,38.53758789316914
13881_,38.53758789316914
5071_,38.51082588768112
15164_,38.51082588768112
5111_,38.50432293920082
8945_,38.50432293920081
11833_,38.50432293920081
14585_,38.50355795220096
6932_,38.49952720319257
5577_,38.4921569086013
15536_,38.49173320814038
10458_,38.483398176538756
7537_,38.48288272929307
15783_,38.48032587297798
5724_,38.47977021192619
11586_,38.470710407130795
5772_,38.46752805896745
7455_,38.45888566307022
12166_,38.44982585827483
5518_,38.44982585827483
8464_,38.44982585827483
16069_,38.44982585827483
8116_,38.44982585827483
7473_,38.44982585827483
4850_,38.438897048871866
7544_,38.428385648367076
5555_,38.42209078283686
5715_,38.42209078283686
15099_,38.42209078283686
6879_,38.41293923125669
5221_,38.391289695400864
7255_,38.38253096333832
5439_,38.37976602407314
4868_,38.36759370191088
15108_,38.36759370191087
4879_,38.36482876264569
5483_,38.36109075343057
5446_,38.352030948635175
4144_,38.34615349200312
8803_,38.34573608310496
4723_,38.34552800015487
5072_,38.342971143839776
4960_,38.336792614474874
4013_,38.334777333734266
4677_,38.315653477299975
3839_,38.31565347729997
8921_,38.31247112913663
8888_,38.29103091922888
5546_,38.28197111443348
4005_,38.27930718285833
15097_,38.27885859706661
4841_,38.26979879227122
14763_,38.26979879227122
15576_,38.2482485377609
11836_,38.23023897277267
4922_,38.22968331172089
5216_,38.211569993692855
5575_,38.211569993692855
5003_,38.20879876286492
11192_,38.20879876286492
5370_,38.20292130623287
7279_,38.199738958069524
7390_,38.18735855295717
8891_,38.18735855295717
5524_,38.18480169664208
8817_,38.181063687426956
5887_,38.17829874816177
7276_,38.17829874816177
8853_,38.17829874816177
14275_,38.172003882631564
10008_,38.16004088641737
4958_,38.150563672723806
10480_,38.150563672723806
10485_,38.150563672723806
5558_,38.150563672723806
5810_,38.150563672723806
5211_,38.135215293960954
10113_,38.11100385322526
5705_,38.09606659179782
5919_,38.08700678700243
10121_,38.05650677229928
7457_,38.05650677229928
14301_,38.05650677229928
5676_,38.05276876308415
2174_,38.04412636718693
8900_,38.03506656239152
6336_,38.03464915349336
5074_,38.02877169686131
14847_,38.02877169686131
14344_,38.00733148695356
14923_,38.004566547688384
14300_,37.99827168215817
14764_,37.99827168215816
4580_,37.98921187736276
5053_,37.98921187736276
6443_,37.98101806725725
11196_,37.96777166745502
13897_,37.96777166745502
10464_,37.967470594722165
5087_,37.95871186265962
11194_,37.95871186265962
3305_,37.95871186265962
14903_,37.95871186265962
7466_,37.94965205786423
5882_,37.93727165275187
7438_,37.919152043161084
7485_,37.88553951109106
15606_,37.88385629244969
4919_,37.87903656261076
5224_,37.878735489877904
699_,37.874758214746976
4872_,37.873714767030485
11854_,37.86409930118331
8931_,37.85815201375478
15591_,37.84995422137367
4751_,37.84971770080765
5888_,37.845979691592525
11208_,37.845979691592525
5773_,37.845979691592525
4885_,37.845979691592525
5902_,37.845979691592525
5497_,37.845979691592525
4531_,37.83947674311222
7364_,37.83041693831682
8079_,37.83011586558398
5809_,37.824539481684766
5047_,37.82423840895192
12170_,37.815479676889375
4881_,37.815479676889375
5092_,37.815479676889375
4851_,37.815479676889375
7387_,37.815479676889375
5543_,37.80641987209398
3302_,37.791482610666534
7395_,37.78497966218623
10003_,37.77782806287138
8935_,37.77591985739083
15626_,37.754062238584915
15169_,37.748184781952865
11199_,37.74818478195286
10114_,37.74818478195286
5231_,37.73550330410766
13606_,37.73283011162726
6470_,37.730931167051956
4676_,37.717684767249715
8812_,37.717684767249715
7268_,37.717684767249715
5482_,37.70274750582227
4138_,37.70274750582227
8842_,37.70274750582227
4635_,37.70102601427358
10452_,37.69368770102688
8857_,37.68718475254657
7356_,37.68718475254657
4000_,37.68175588170623
10418_,37.67782387501833
4913_,37.67183008222096
5689_,37.659449677108604
7338_,37.65668473784343
7369_,37.64174747641598
7344_,37.64174747641598
7443_,37.64174747641598
14282_,37.64174747641598
8737_,37.635452610885764
10470_,37.62894966240546
8065_,37.61775670175589
14725_,37.61401240097801
14276_,37.61401240097801
6462_,37.60540118197433
10917_,37.60495259618262
8993_,37.60495259618261
14248_,37.60218765691744
498_,37.59589279138722
5498_,37.59589279138722
13908_,37.59589279138722
5829_,37.58351238627487
8927_,37.57445258147947
3818_,37.57445258147947
15611_,37.574342536876905
10456_,37.574151508746624
5585_,37.574151508746624
10362_,37.56539277668408
5355_,37.56539277668407
7417_,37.53489276198093
5670_,37.52859789645071
3792_,37.528597896450705
8861_,37.525832957185536
8844_,37.5223030309205
5388_,37.50715768654296
7266_,37.50439274727778
5754_,37.48039568105494
7471_,37.48039568105494
6425_,37.480187598104855
8930_,37.47389273257464
4855_,37.45266060561698
5757_,37.45266060561698
5359_,37.44585658440381
14266_,37.44360080082158
5412_,37.43465733219149
10402_,37.40659783763813
5443_,37.406597837638124
7332_,37.406597837638124
12294_,37.39166057621068
15871_,37.391660576210676
4660_,37.391660576210676
9636_,37.3771407236814
14726_,37.36392550077271
8877_,37.36116056150753
5373_,37.35486569597732
5234_,37.346113255477526
7486_,37.34580589118192
8741_,37.327686281591134
11184_,37.324365681274166
4877_,37.324365681274166
6319_,37.324365681274166
4887_,37.309428419846725
511_,37.30036861505133
4865_,37.29386566657102
5082_,37.29386566657102
8883_,37.29386566657102
10379_,37.2852232706738
5848_,37.28383279182568
6456_,37.282141930200474
10467_,37.26582951840021
7421_,37.26080879555279
10366_,37.25119332970561
14313_,37.24842839044043
4996_,37.22380583236934
7603_,37.220693315002464
5356_,37.211633510207065
8919_,37.20886857094189
7392_,37.20257370541167
8439_,37.20257370541167
5564_,37.199253105094705
5938_,37.19019330029932
5372_,37.18113349550392
5735_,37.18113349550392
7502_,37.17207369070852
8797_,37.16577882517831
6430_,37.16322321186121
10128_,37.15969328559617
14251_,37.15969328559617
4860_,37.15063348080078
8847_,37.15063348080078
13603_,37.122898405362804
4823_,37.1167198759979
4749_,37.098901339139964
5223_,37.09209731792681
11186_,37.08333858586426
4658_,37.08333858586426
7254_,37.08119913844734
5057_,37.07427878106887
5696_,37.07427878106887
4018_,37.065667562065194
8868_,37.06189837595651
6333_,37.05283857116112
5677_,37.0465437056309
10743_,37.043778766365726
533_,37.043778766365726
7184_,37.03790130973367
4522_,37.03727581788542
7542_,37.031398361253366
5826_,37.0192260390911
7345_,37.016461099825925
4976_,37.013278751662575
7430_,37.013278751662575
10110_,36.97966621959256
6440_,36.97063759169072
4584_,36.96154661000177
5097_,36.94010640009402
7532_,36.94010640009401
3841_,36.93734146082883
12172_,36.931046595298625
3240_,36.931046595298625
5480_,36.931046595298625
5762_,36.931046595298625
5362_,36.931046595298625
5787_,36.931046595298625
5106_,36.931046595298625
3296_,36.931046595298625
5455_,36.931046595298625
15865_,36.931046595298625
5947_,36.931046595298625
4845_,36.93104659529862
5764_,36.93104659529862
12249_,36.93104659529862
9647_,36.92869906493161
9634_,36.92219611645131
4577_,36.90960638539087
11950_,36.90918897649271
15776_,36.900546580595474
15869_,36.900546580595474
15874_,36.900546580595474
4146_,36.900546580595474
5733_,36.900546580595474
7326_,36.900546580595474
7339_,36.900546580595474
7465_,36.900546580595474
7517_,36.900546580595474
15621_,36.90012917169731
8075_,36.893093908547776
4956_,36.89148677580008
7487_,36.89148677580008
14306_,36.885609319168026
4467_,36.87910637068772
5073_,36.876549514372634
5067_,36.87281150515751
10361_,36.87281150515751
7618_,36.863751700362116
8443_,36.86098676109693
5949_,36.842311490454364
10491_,36.84231149045436
4844_,36.833251685658965
10116_,36.833251685658965
13868_,36.82951367644384
15543_,36.824499245159174
504_,36.818314424231524
14723_,36.815132076068174
9616_,36.80949512227776
5511_,36.80275167095582
10348_,36.80275167095582
4884_,36.78781440952837
4135_,36.78781440952837
11852_,36.78433098863218
10486_,36.77875460473298
14590_,36.77301540025455
14299_,36.76969479993759
10473_,36.75701332209238
5584_,36.732043185919586
5091_,36.72681438012208
7474_,36.72681438012208
8479_,36.71775457532669
7256_,36.71775457532669
4622_,36.70537417021433
5710_,36.69907930468411
5897_,36.69001949988872
5681_,36.68095969509332
8947_,36.67445674661302
6441_,36.669027875772684
5594_,36.6622907160135
8897_,36.65951948518557
6431_,36.65143275034013
5766_,36.65045968039018
5538_,36.65045968039018
3937_,36.629019470482426
9654_,36.62632436201371
5444_,36.61995966568703
5935_,36.61995966568703
7490_,36.61995966568703
5761_,36.61366480015681
10327_,36.60460499536141
10125_,36.59851945577928
14297_,36.59851945577928
4587_,36.59700604718066
10913_,36.595962599464194
7415_,36.58945965098388
15645_,36.586948287104526
10378_,36.57410498065827
10484_,36.57078438034131
11547_,36.57078438034131
5850_,36.56822752402623
7363_,36.55266477075052
7459_,36.54402237485329
521_,36.537727509323076
3245_,36.537727509323076
5929_,36.537727509323076
15094_,36.537727509323076
14307_,36.531224560842766
5488_,36.52492969531255
7541_,36.522164756047374
6940_,36.51786152285278
11953_,36.516287299415325
7404_,36.51628729941532
15779_,36.507227494619926
5343_,36.507227494619926
6343_,36.507227494619926
6421_,36.48557920176209
15866_,36.47672747991678
14523_,36.46766767512138
15582_,36.457751136541354
7247_,36.45528727000903
4917_,36.448992404478815
5101_,36.448992404478815
5740_,36.448992404478815
5894_,36.448992404478815
15086_,36.448992404478815
5686_,36.44899240447881
14589_,36.43937693863163
5447_,36.43716766041824
2874_,36.41819131704282
5084_,36.40943258498027
8454_,36.40943258498027
8476_,36.40943258498027
4597_,36.40676865340512
7322_,36.400372780184874
5481_,36.394495323552825
5727_,36.394495323552825
14924_,36.39407791465466
3780_,36.375402644012084
5920_,36.36399530884968
8799_,36.33626023341171
4523_,36.326992345666234
2214_,36.30929014497361
5506_,36.29670041391317
5891_,36.29670041391317
5731_,36.29670041391317
5495_,36.29670041391317
5523_,36.29670041391317
6321_,36.29670041391317
15570_,36.296283005015006
5085_,36.29040554838296
10330_,36.29019746543286
6451_,36.28850660380766
14312_,36.28764060911778
4589_,36.27847372906231
5006_,36.27207785584208
8939_,36.26620039921003
4574_,36.26620039921002
11193_,36.26620039921002
6344_,36.26620039921002
5456_,36.263435459944844
4591_,36.26035411947152
5440_,36.25714059441463
5065_,36.25714059441463
5542_,36.25714059441463
10351_,36.256839521681776
3996_,36.25150364062421
5562_,36.2475314201302
10494_,36.24476018930227
8742_,36.238465323772054
10345_,36.2381642510392
8113_,36.23570038450688
12291_,36.23570038450688
4581_,36.22664057971148
5874_,36.22664057971148
7533_,36.22664057971148
8856_,36.220137631231175
5556_,36.21077675370293
5669_,36.19890550427351
5693_,36.19890550427351
15567_,36.19890550427351
3913_,36.17843836431571
5589_,36.177164221632914
11185_,36.16840548957037
11191_,36.16840548957037
3248_,36.16840548957037
4685_,36.16840548957037
537_,36.16840548957037
4674_,36.15934568477497
7432_,36.15070328887774
8814_,36.14440842334753
506_,36.13534861855213
10342_,36.131610609337
5814_,36.12884567007183
4657_,36.128845670071826
14298_,36.12296821343977
6444_,36.119678790016366
8838_,36.11390840864438
7530_,36.11017039942925
8863_,36.107405460164074
8928_,36.09578879905359
7330_,36.092468198736626
8035_,36.08533851541008
10119_,36.083408393941234
5504_,36.07967038472611
15384_,36.07967038472611
7431_,36.07967038472611
6426_,36.055811570656886
6340_,36.0552559096051
4874_,36.05290837923809
4859_,36.05290837923809
10120_,36.05290837923809
7468_,36.05290837923809
8917_,36.05290837923808
7452_,36.05290837923808
5569_,36.04661980527062
6438_,36.04374149918262
5591_,36.03393203586266
10374_,36.031167096597486
15784_,36.016113499004724
15780_,36.016113499004724
15788_,36.016113499004724
16058_,36.016113499004724
14775_,36.016113499004724
8944_,36.01611349900472
11211_,35.98561348430158
10489_,35.985613484301574
5742_,35.979736027669524
4678_,35.95787840886361
5068_,35.95787840886361
14294_,35.95511346959843
14495_,35.94294114743616
15635_,35.93945772653997
6328_,35.93699386000764
5699_,35.92737839416046
5707_,35.92737839416046
15574_,35.92707732142761
10905_,35.92461345489529
5580_,35.91831858936507
7240_,35.918318589365064
15537_,35.91304228622053
4965_,35.90563711151986
5077_,35.90338132793762
4873_,35.90338132793762
8831_,35.90338132793762
5581_,35.90308025520477
4687_,35.89687837945732
9610_,35.89103209971883
15534_,35.88429493995963
5728_,35.88194111802987
10341_,35.88194111802987
4653_,35.87288131323448
5490_,35.87288131323448
4147_,35.87288131323447
5515_,35.87288131323447
5918_,35.87288131323447
3299_,35.87288131323447
15529_,35.87246390433631
15612_,35.87246390433631
10497_,35.866378364754176
7456_,35.86382150843908
4590_,35.84716275546293
12290_,35.83332149373594
10476_,35.8295834845208
8849_,35.82094108862357
5519_,35.80558641829796
7331_,35.80282147903279
16070_,35.80282147903279
5684_,35.78414620839021
13877_,35.78414620839021
9653_,35.77861632985986
7263_,35.77508640359482
8913_,35.77508640359481
8456_,35.77508640359481
3783_,35.77508640359481
4739_,35.76139265492668
5813_,35.75922257758627
6320_,35.75364619368707
14262_,35.75088125442189
8749_,35.73552658409628
6311_,35.726466779300885
6467_,35.71729989924543
5674_,35.7168513134537
5694_,35.69873170386291
3237_,35.69285424723086
4700_,35.67452655468998
3946_,35.668649098057934
11188_,35.66235423252772
510_,35.66235423252772
503_,35.66235423252772
7343_,35.659589293262535
7313_,35.65682435399736
6459_,35.64744814799382
15572_,35.64050290528455
7506_,35.63814908335478
14319_,35.63814908335478
8440_,35.637731674456624
5055_,35.631854217824575
1987_,35.63185421782457
5854_,35.63185421782457
8447_,35.62908927855939
3778_,35.62555935229435
508_,35.601354203121424
8027_,35.59900667275441
5779_,35.592294398326025
8933_,35.592294398326025
524_,35.58599953279581
7477_,35.57085418841828
7442_,35.570854188418274
15608_,35.56455932288806
7327_,35.56179438362288
3285_,35.56179438362288
7349_,35.56179438362288
8114_,35.56179438362288
8896_,35.56179438362288
7483_,35.56179438362288
8907_,35.56179438362288
15634_,35.54643971329727
6159_,35.534059308184915
5691_,35.534059308184915
4904_,35.534059308184915
5900_,35.534059308184915
5539_,35.534059308184915
5695_,35.534059308184915
5950_,35.534059308184915
5548_,35.53129436891974
3801_,35.524999503389516
4819_,35.51231802554431
3246_,35.50355929348177
10488_,35.50355929348177
4656_,35.50355929348177
7493_,35.503559293481764
546_,35.50258622353182
13865_,35.494916897584545
5389_,35.49449948868638
3249_,35.49449948868637
8949_,35.49449948868637
494_,35.48862203205432
11945_,35.484884022839196
10460_,35.479562227258924
10927_,35.4758242180438
10138_,35.46399947398323
5917_,35.45812201735118
15575_,35.45771090001576
8827_,35.45140974292279
10385_,35.44000240776039
5218_,35.439453038271346
5227_,35.436380734710575
5501_,35.436264398545255
15527_,35.42690352101701
14919_,35.40320752752702
15755_,35.39082712241466
11844_,35.39082712241466
4141_,35.38176731761927
4889_,35.38176731761927
5898_,35.38176731761927
3925_,35.37270751282388
5883_,35.36032710771152
5540_,35.36032710771152
12296_,35.36032710771152
15754_,35.35126730291613
7348_,35.35126730291613
3290_,35.35126730291612
13624_,35.35126730291612
5461_,35.348502363650944
8889_,35.34220749812073
1073_,35.33594811621262
6457_,35.33027567880009
7413_,35.32982709300837
15393_,35.32608908379325
11955_,35.320975371163065
7357_,35.32076728821298
15886_,35.32076728821298
15887_,35.32076728821298
14285_,35.31488983158093
3773_,35.311707483417585
5056_,35.305830026785536
5222_,35.29303850433776
8433_,35.29026727350983
7319_,35.290267273509826
15663_,35.244412588481076
3793_,35.241091988164115
8828_,35.226572135634825
4893_,35.222972378573324
5502_,35.208035117145876
5063_,35.208035117145876
15566_,35.20731663551486
14491_,35.19897531235048
7524_,35.189915507555085
10750_,35.17753510244273
6896_,35.161671276434184
7495_,35.15609489253498
522_,35.14980002700476
10455_,35.14074022220937
3289_,35.14074022220937
11806_,35.14074022220937
11858_,35.14074022220937
8784_,35.140439149476514
4572_,35.13797528294419
7388_,35.13797528294419
11848_,35.12517746893367
5484_,35.119300012301615
15329_,35.11024020750622
12248_,35.11024020750622
14315_,35.11024020750622
14257_,35.11024020750622
6411_,35.09883287234381
8484_,35.09883287234381
6310_,35.07974019280307
15564_,35.07943912007023
4702_,35.06756787064081
6455_,35.05937406053529
10339_,35.05574312658023
8047_,35.04493694490534
4896_,35.04294531256971
5893_,35.04294531256971
5687_,35.04294531256971
5451_,35.04018037330454
15547_,35.03358443504146
15640_,35.03358443504146
13526_,35.02482570297892
6920_,35.00814206467197
527_,35.00338549307117
15084_,34.997508036439115
7587_,34.994743097173945
4926_,34.98844823164372
519_,34.98844823164372
3293_,34.96700802173597
4821_,34.9539091349926
7440_,34.93650800703283
5782_,34.927448202237436
3304_,34.92714712950458
7352_,34.91838839744204
10111_,34.91838839744204
8467_,34.91838839744204
4457_,34.91188544896173
4633_,34.908772931594854
5096_,34.89971312679946
5726_,34.89971312679946
8792_,34.89971312679946
14247_,34.89971312679946
489_,34.89941205406661
10483_,34.896948187534285
7422_,34.896948187534285
8808_,34.87571606057662
4582_,34.86921311209632
4878_,34.86921311209631
495_,34.86015330730092
5763_,34.86015330730092
11198_,34.86015330730092
3752_,34.86015330730092
14322_,34.86015330730092
3241_,34.84521604587347
9613_,34.8407296150596
7482_,34.83871309739317
15168_,34.83615624107808
7498_,34.83594815812799
3770_,34.829653292597776
4514_,34.8268883533326
3297_,34.823474763232866
4148_,34.820593487802384
4571_,34.820593487802384
10134_,34.820593487802384
5070_,34.81471603117033
7329_,34.81429862227216
3239_,34.805656226374936
7367_,34.79915327789463
8482_,34.79915327789463
14317_,34.79915327789463
4710_,34.79009347309924
4827_,34.78635546388411
3301_,34.78421601646718
4920_,34.77792115093696
10373_,34.775156211671785
13901_,34.7725993553567
5554_,34.76277580655943
10461_,34.75648094102921
3835_,34.75648094102921
7475_,34.75371600176403
11187_,34.74742113623382
5233_,34.74435512423579
5942_,34.725980926326066
13907_,34.725980926326066
8463_,34.72279857816273
5363_,34.716921121530675
4149_,34.716921121530675
8894_,34.716921121530675
11855_,34.71692112153067
7496_,34.7141561822655
15748_,34.707861316735276
5354_,34.707861316735276
7265_,34.707861316735276
5060_,34.703822234787296
6337_,34.70135836825497
5346_,34.686421106827524
5116_,34.686421106827524
7434_,34.686421106827524
6453_,34.68099223598719
15777_,34.67736130203213
15787_,34.67736130203213
14829_,34.67736130203213
15749_,34.67736130203213
16059_,34.67736130203213
4575_,34.67736130203213
5507_,34.67736130203213
5905_,34.67736130203213
3943_,34.67736130203213
5899_,34.67736130203213
4684_,34.67736130203213
8839_,34.67736130203213
8874_,34.67736130203213
8884_,34.67736130203213
7420_,34.65592109212438
4822_,34.646560214596136
6313_,34.631506617003375
5499_,34.62818601668641
5350_,34.619126211891015
8076_,34.618941475323474
543_,34.604188950463566
4552_,34.595129145668174
8077_,34.592364206403
5672_,34.58862619718787
4680_,34.58862619718787
5553_,34.58862619718787
6339_,34.58832512445502
4715_,34.57956639239248
6428_,34.571341405393405
4145_,34.56462913096503
3244_,34.55556932616963
5526_,34.55556932616963
4646_,34.54906637768933
7264_,34.54906637768933
5759_,34.54318892105728
4892_,34.54277151215911
14295_,34.53412911626188
5110_,34.533711707363715
8070_,34.531225924843085
8487_,34.52506931146649
4966_,34.52133130225136
7513_,34.509506558190786
9612_,34.50684262661563
14311_,34.50362910155874
1999_,34.497334236028514
3243_,34.497334236028514
5738_,34.48495383091616
5376_,34.48495383091616
5729_,34.48495383091616
13895_,34.48495383091616
5525_,34.47589402612077
5722_,34.47589402612076
5704_,34.47589402612076
5688_,34.47589402612076
14338_,34.47589402612076
4825_,34.47559295338792
4666_,34.46683422132537
5342_,34.46683422132537
7384_,34.46683422132537
6891_,34.45598115328604
5721_,34.45189695989793
6448_,34.445842597209335
5119_,34.44539401141762
5913_,34.44539401141762
12250_,34.44539401141762
7509_,34.44539401141762
4755_,34.44518468546954
15166_,34.439099145887404
12163_,34.43633420662223
5408_,34.43633420662223
3714_,34.43633420662223
528_,34.43633420662223
8436_,34.43633420662223
8486_,34.43633420662223
8798_,34.43633420662223
8915_,34.43633420662223
8851_,34.43633420662223
7354_,34.414893996714476
6308_,34.41459292398162
8020_,34.41191973150122
5862_,34.40604227486917
5045_,34.37809911648111
13523_,34.37809911648111
8903_,34.371804250950895
7518_,34.369456720583884
4967_,34.36903931168572
8878_,34.36903931168572
14288_,34.36903931168572
7494_,34.36903931168572
5521_,34.35410205025827
4642_,34.35410205025827
529_,34.35410205025827
3803_,34.35133711099309
8872_,34.34483416251279
5785_,34.33266184035052
11814_,34.33266184035052
11965_,34.33224443145235
6881_,34.33224443145235
5377_,34.323602035555126
4654_,34.323602035555126
4757_,34.323602035555126
5933_,34.323602035555126
532_,34.32360203555512
7271_,34.32360203555512
10922_,34.31412482186156
4578_,34.293102020851975
10399_,34.2903370815868
11949_,34.2903370815868
4894_,34.284042216056584
5886_,34.284042216056584
5909_,34.284042216056584
5353_,34.28404221605658
11829_,34.28404221605658
4559_,34.27753926757628
4820_,34.27136073821138
516_,34.26536694541401
5923_,34.26230093341598
15550_,34.256313432181365
520_,34.25630714061861
7328_,34.25354220135344
8435_,34.25354220135344
7499_,34.25354220135344
7525_,34.25354220135344
8809_,34.24392673550626
4529_,34.24116179624108
5576_,34.23487322227361
7526_,34.234866930710865
5217_,34.21675361268283
15746_,34.216747321120074
5912_,34.216747321120074
10136_,34.204366916007714
14314_,34.204366916007714
5817_,34.20406584327486
4901_,34.19530711121232
14850_,34.19530711121232
15532_,34.189018537244856
5662_,34.18624730641693
3294_,34.18624730641693
7523_,34.18624730641693
5121_,34.186247306416924
4903_,34.186247306416924
15573_,34.17995873244946
5771_,34.14081003028634
4824_,34.13677094833836
9606_,34.128460802067536
4019_,34.11940099727214
490_,34.113074954848365
4925_,34.113074954848365
3769_,34.109754354531404
5697_,34.10657200636806
5001_,34.104015150052966
3942_,34.104015150052966
6449_,34.08931839146715
8819_,34.08257494014522
12286_,34.08257494014522
8471_,34.079810000880045
15183_,34.079810000880045
4924_,34.07351513534982
8462_,34.070750196084646
10492_,34.05207492544207
5741_,34.05207492544207
10501_,34.05207492544207
14255_,34.05207492544207
14272_,34.049309986176894
15781_,34.04301512064668
15870_,34.04301512064668
3721_,34.04301512064668
5369_,34.04301512064668
5720_,34.04301512064668
4888_,34.04301512064668
4137_,34.04301512064668
5081_,34.04301512064668
11826_,34.04301512064668
8986_,34.04301512064668
7458_,34.03395531585128
14830_,34.012515105943535
14833_,34.012515105943535
5114_,34.012515105943535
5713_,34.012515105943535
4864_,34.012515105943535
7435_,34.012515105943535
15883_,34.012515105943535
7401_,34.012515105943535
15750_,34.01251510594353
15778_,34.01251510594353
15785_,34.01251510594353
15337_,34.01251510594353
15868_,34.01251510594353
15884_,34.01251510594353
4826_,34.008991471241245
9998_,34.005802831515155
10904_,33.99353876256811
5352_,33.99077382330293
4895_,33.98478003050556
5884_,33.98478003050556
491_,33.98478003050556
5364_,33.98478003050556
3814_,33.98478003050556
8434_,33.982015091240385
15385_,33.97572022571017
14284_,33.97572022571017
